Book	Chapter	Question Number	Question	Reference Verse	Correct Answer	Answer A	Answer B	Answer C	Answer D	
Jos	21	16	Which cities of refuge did the Kohathites and descendants of Aaron receive?	13 & 21	A	Hebron and Shechem	Golan and Kedesh	Ramoth and Bezer	All of the above	
Jos	21	17	Which of the following was NOT a city the Gershonites were given?	27-32	D	Golan in Bashan	Jarmuth	Mishal	Ramoth in Gilead	
Jos	21	18	Which of the following cities of refuge was given to the Merarites?	38	C	Golan	Hebron	Ramoth           D Shechem		
Jos	21	19	To whom was the city of refuge called Bezer given?	34 & 36	D	The descendants of Aaron the priest	Rest of the Kohathite clans, not descendants of Aaron the priest	Gershon clans	Merarite clans	
Jos	21	20	How many cities did the Levites receive from the midst of the people Israel?	41	B	Thirteen	Forty-eight	Twelve	Twenty-two	
Jos	21	21	What had the Lord given Israel, according to the end of chapter 21?	43-45	D	All the land that He swore to give their fathers	Rest on every side and all their enemies into their hands	Not one of every good promise He made to the house of Israel failed	All of the above	
Jos	22	1	What did Joshua tell the Reubenites, Gadites, and half-tribe of Manasseh that they had done?	2-3	D	They had kept all that Moses the servant of the Lord commanded	They had obeyed Joshua in everything he had commanded	They had not forsaken their brothers, and been careful to keep the charge of the Lord their God	All of the above	
Jos	22	2	What did Joshua tell the Reubenites, Gadites, and Manasseh to be careful to do?	5	D	Love the Lord your God, and walk in all the Lord’s ways	Observe the commandment and the law that Moses	Serve the Lord with all your heart and with all your soul	All of the above	
Jos	22	3	What did Joshua do before sending the Reubenites, Gadites, and Manasseh away to their tents?	6	C	Offered a sacrifice on their behalf	Set up a monument in their memory	Blessed them	Gave them gold and silver	
Jos	22	4	Who had given Manasseh land in Bashan?	7	C	Eleazar the priest	Joshua son of Nun	Moses	Levites	
Jos	22	5	What were the Reubenites, Gadites, and Manasseh to take with them?	8	D	Much livestock	Silver, gold, bronze, & iron	Much clothing	All of the above	
Jos	22	6	What did Joshua tell the tribes east of the Jordan to do with the plunder from the enemies?	8	B	Keep it for themselves, and take it back with them across the Jordan River	Divide the spoil with their brothers on the west side of the Jordan	Give it all to their brothers on the west side of the Jordan River	Bring it before Joshua	
Jos	22	7	Where did the Reubenites, Gadites, and half-tribe of Manasseh go when they returned home?	9	A	To the land of Gilead	To Jericho	To Jerusalem	To Bethlehem	
Jos	22	8	What did the Reubenites, Gadites, and Manasseh do when they came near the Jordan River?	10	B	Held up their javelins and crossed the Jordan on dry ground	Built an altar of imposing size	Marched around the ruins of Jericho seven times	Fasted and prayed for three days	
Jos	22	9	What was the name of the place near the Jordan River where they built the altar?	11	D	Shiloh	Hebron	Gilead	At the frontier of the land of Canaan	
Jos	22	10	What was the response of the people of Israel gather in Shiloh to make war?	11-12	B	Because the wanted more land	Because Reuben, Gad and Manasseh built an altar	To take land from Reuben, Gan and Manasseh	To take livestock from Reuben, Gad, and Manasseh	
Jos	22	11	Who went to see Reuben, Gad and Manasseh in Gilead?	13-14	D	Eleazar the priest	Phinehas	Ten chiefs of the people	B and C	
Jos	22	12	What did the chiefs of the tribal families of Israel say when they reached Gilead?	16	C	We speak on behalf of the tribe of priests – the Levites	How have you developed such great faith in the God of Israel?	What is this breach of faith that you have committed against the God by building an altar?	How could you turn away from us and our leader, Joshua son of Nun?	
Jos	22	13	“Have we not had enough of the sin at  ?”	17	D	Achan	Ai	Aaron	Peor	
Jos	22	14	What had fallen on the congregation of the Lord because of this sin?	17	A	A plague	An earthquake	Snakes	Bondage	
Jos	22	15	What did the chiefs of Israel say would happen if Reuben, Gad, & Manasseh rebelled against the Lord?	18	B	They would be struck by lightning	The Lord will be angry with the whole congregation of Israel	The other tribes, who had gathered to go to war against them	The Lord would drive them out of the land	
Jos	22	16	What offer did the chiefs of Israel give to the tribes of Reuben, Gad, and Manasseh?	19	D	Become our slaves now, and we will let you live	Sell us your land, and you can leave us in peace	If you tear down your altar, we will make a treaty of peace with you	If you tear down your altar, we will bring the tabernacle to your land every other year	
Jos	22	17	What happened when Achan acted to break faith in the matter of the devoted things?	20	D	He was the only one who had died for his sin	He was exiled from the camp of Israel	He was sold into bondage back to the Egyptians	Wrath fell upon all the congregation of Israel	
Jos	22	18	How did the tribes east of the Jordan respond to the heads of the clans of Israel?	22	A	“The Mighty One, God, the Lord!”	“The Mighty One, God, is no longer our Lord!”	“He knows!”	“And let Israel know!”	
Jos	22	19	“If it was in rebellion or in breach of faith against the Lord,  ”	22	B	May the Lord forgive us of this great sin!	Do not spare us today	May the Lord himself be merciful	We have acted in ignorance and shame	
Jos	22	20	What would have been wrong about building their own altar?	23	D	It could have been used to turn away from following the Lord	It could be used to offer burnt offerings or grain offerings	It could be used to offer peace offerings	All of the above	
Jos	22	21	Why had Reuben, Gad, and the half-tribe of Manasseh built an altar?	24-28	D	They did it out of fear that in time the children of Israel might say they had no portion in the Lord	They were afraid the Jordan River would become a boundary between them and Israel	It was not for burnt offerings, nor for sacrifice, but to be a witness between us and you	All of the above	
Jos	22	22	If the western tribes ever said, “You have no share in the Lord;” how would the eastern tribes respond?	28	C	Look at the copy of the Lord’s altar that we built for burnt offerings and sacrifices!	Look at the copy of the Lord’s altar that our fathers built for burnt offerings and sacrifices!	Behold, the copy of the altar of the Lord, which our fathers made, not for burnt offerings, nor for sacrifice, but to be a witness between us and you!	Look at the copy of the Lord’s altar that we built as a witness between us and the Lord God!	
Jos	22	23	Where was the altar for burnt offerings, grain offerings and sacrifices located?	29	D	In Geliloth on the west side of the Jordan River	In Geliloth on the east side of the Jordan River	Standing before the gates of Jerusalem	Standing before the Lord’s tabernacle	
Jos	22	24	How did Phinehas and the chiefs react after hearing the words of Reuben, Gad, and Manasseh?	30	A	It was good in their eyes	It was good in their eyes	They were afraid	They were confused	
Jos	22	25	What did Phinehas say to Reuben, Gad, and Manasseh?	31	C	Today we know that the Lord has traveled away from us	You have acted unfaithfully toward the Lord in this matter	You have delivered the people of Israel from the hand of the Lord	All of the above	
Jos	22	26	How did the Israelites respond when they heard the word of Phinehas about the altar built by the eastern tribes?	33	D	The report was good in the eyes	They blessed God	They spoke no more of making war against them	All of the above	
Jos	22	27	What did the Reubenites and Gadites name the altar they built?	34	B	A Witness between us that we have a treaty of peace	Witness, because it is a witness between us that the Lord is God	A Witness between us that we will not cross the Jordan River	A Witness between us that our land will always be part of Israel	
Jos	23	1	When did Joshua summon all Israel together to give his farewell?	1	D	Immediately after Phineas returned from talking about the imposing altar	A long time afterward	After the Lord had given rest to Israel from all their surrounding enemies	B and C	
Jos	23	2	Who was included in Joshua’s summoning of Israel?	2	D	Elders	Heads	Judges and Officers	All the above	
Jos	23	3	How did Joshua describe himself?	2	C	Strong and able	Tall and handsome	Old and well advanced in years	Hairy and smelly	
Jos	23	4	According to Joshua in chapter 23, who fought for Israel?	3	D	The fighting men of Reuben, Gad, and Manasseh	All men of all the tribes of Israel	The priests of the Lord (Levites)	The LORD their God	
Jos	23	5	What did Joshua remind Israel that he had done?	4	B	Led them across the Jordan River	Allotted an inheritance for Israel’s tribes	Held his javelin high and caused the sun to stand still for about a day	Built an altar on Mount Ebal and renewed the covenant with them	
Jos	23	6	What was the Lord going to do regarding the land of the nations that remained in Canaan?	5	D	God will push them back before Israel	God will drive them out of Israel’s sight	God would strike them dead	A and B	
Jos	23	7	What did Joshua tell the people of Israel to be?	6	A	Very strong	Very quiet	Very loving	Slow to anger	
Jos	23	8	What did Joshua tell the people to do?	6	C	Attacks from the tribes east of the Jordan River	Nations of Canaan uniting to overthrow Israel	All that is written in the Book of the Law of Moses	Storing up enough food to help them survive famines	
Jos	23	9	Which of the following was a statement made by Joshua to the people of Israel?	7	B	Associate with these nations that remain among you	Do not make mention of the names of their gods or swear by them	Serve them and bow down to the gods of Canaan	Hold fast to the Lord your God, even though you have not done it up to now	
Jos	23	10	What did Joshua say in chapter 23 about fighting the nations of Canaan?	10	C	The Lord has allowed you to drive out great and powerful nations	To this day, only those with chariots have been able to withstand you	One man of you puts to flight a thousand, since it is the Lord your God who fights for you	All of the above	
Jos	23	11	When would the Lord God no longer drive out the nations before Israel?	12	D	After the time of Joshua’s farewell	If Israel became strong enough to do it alone	If Israel turned allied themselves with the nations that remained among them	If Israel turns back and clings to the remnant of these nations, making marriages with them	
Jos	23	12	What would the survivors of the nations that remained become to Israel, if Israel clings to them?	13	D	A snare and a trap	A whip on their sides	Thorns in their eyes	All of the above	
Jos	23	13	What did Joshua say he was about to do?	14	A	Go the way of all the earth	Settle in the land of his inheritance, and no longer lead Israel	Appoint a new priest to replace Eleazar	Travel east of the Jordan River to visit the Eastern tribes	
Jos	23	14	What did Israel know with all their heart and soul?	14	B	That they loved the Lord their God	That not one word has failed of all the good things that the Lord your God promised	That they would never be driven from their land	That they would never experience a famine in their new land	
Jos	23	15	Why would the Lord bring evil upon Israel and destroy them?	16	C	If they would not finish driving out the survivors of the land	If they went to war against their brothers east of the Jordan River	If they transgress the covenant of the Lord their God and go and serve other gods	If they left the land of their inheritance and traveled to a different land	
Jos	23	16	What did Joshua say about the Lord’s anger?	16	D	The Lord God was patient, and slow to anger	The Lord God would become hostile in his anger	The Lord’s anger lasts only a moment	The anger of the Lord will be kindled against Israel if they served other gods	
Jos	24	1	Where did Joshua assemble all the tribes of Israel at the beginning of chapter 24?	1	B	Shiloh	Shechem	Jerusalem	Hebron	
Jos	24	2	What did the elders, the heads, the judges, and the officers do after Joshua summoned them?	1	D	They praised God and offered burnt offerings	They consecrated themselves, and purified themselves	They cast lots	They presented themselves before God	
Jos	24	3	When Joshua began speaking to all the people, who did he say was speaking?	2	C	Joshua	Moses	The Lord	The Prophets	
Jos	24	4	Who was the father of Abraham and Nahor?	2	A	Terah	Isaac	Ishmael	Jacob	
Jos	24	5	Where did Abraham, Nahor, and their father live?	2	D	In Canaan	In Egypt	In the desert	Beyond the Euphrates	
Jos	24	6	Long ago, Abraham, Nahor, and their father served  ?	2	D	Baal	Zeus	The Egyptian sun god	Other gods	
Jos	24	7	What did the Lord do for Abraham?	3	D	Took him from beyond the River	Led him through all the land of Canaan	Made his offspring many	All of the above	
Jos	24	8	What is the name of Abraham’s son?	3	C	Jacob	Esau	Isaac	Joseph	
Jos	24	9	Who were the two sons of Isaac?	4	B	Shem and Ham	Jacob and Esau	Joshua and Caleb	Moses and Aaron	
Jos	24	10	What land did Esau possess?	4	C	Egypt	Ur of the Chaldees	The hill country of Seir	Text doesn’t say	
Jos	24	11	Where did Jacob and his sons go?	4	A	To Egypt	To Bethel, in Canaan	To Ur of the Chaldees	To the wilderness	
Jos	24	12	Whom did the Lord send to Israel in Egypt?	5	C	Jacob & Esau	Shem & Ham	Moses & Aaron	Joseph & Benjamin	
